ASTAR
30
0,0
29,29
3,21,10,11,18,22,6,3,1,-3,20,13,-2,2,22,20,4,10,4,15,24,2,-3,20,-3,23,16,12,7,20
24,6,19,15,17,13,6,9,20,1,14,17,19,23,20,10,8,6,8,4,15,17,-1,6,17,5,18,18,14,23
23,17,15,15,24,19,4,20,5,-1,22,21,17,13,18,-1,6,9,6,7,23,15,16,-3,10,15,15,8,-3,9
1,23,20,21,23,23,-3,20,10,19,24,21,10,19,22,13,7,10,7,21,23,6,7,15,8,14,3,17,23,9
21,15,3,-3,1,19,16,21,8,8,15,-3,8,-1,1,-2,20,7,22,14,1,7,8,22,12,11,10,8,18,14
5,3,17,12,6,14,21,14,21,22,14,9,16,1,1,16,1,14,15,1,7,4,5,7,-3,19,13,1,-2,10
2,21,10,-2,21,3,13,20,17,20,2,3,7,19,20,-1,11,16,22,21,6,5,12,17,12,19,21,12,6,15
3,3,16,5,15,23,15,16,13,-1,13,21,18,17,2,20,16,23,22,7,1,17,17,8,6,19,-1,21,16,16
14,6,18,15,8,21,18,11,19,12,8,11,24,20,4,24,18,17,24,10,-3,21,12,11,20,1,16,23,2,22
16,22,-3,-2,13,18,10,2,12,3,21,13,17,14,20,16,16,6,-3,8,14,3,17,2,21,19,18,17,16,5
-1,-2,16,6,17,18,-1,19,8,17,12,15,8,6,20,-2,12,22,8,23,6,5,6,12,16,9,10,11,6,1
21,18,24,5,20,20,20,18,6,4,15,12,7,9,19,4,13,23,8,12,16,10,5,16,-1,5,21,18,-3,-3
7,21,23,20,-1,20,11,1,2,2,1,3,14,24,5,2,6,17,1,14,18,10,6,20,21,23,1,5,1,24
2,16,3,23,2,6,22,24,-2,7,9,22,-2,11,18,6,18,2,-1,-3,1,23,6,1,18,5,11,22,12,6
6,16,10,7,13,4,7,8,6,16,13,13,8,21,18,7,8,11,10,17,22,16,23,17,6,-3,9,22,24,17
-1,1,15,3,15,15,9,8,-2,5,9,18,10,3,14,11,19,7,6,-3,16,24,23,3,8,8,17,-1,2,18
11,18,2,17,1,15,10,10,10,10,12,-3,2,20,1,1,2,1,9,-2,23,-1,15,11,-3,-1,5,15,10,18
24,3,1,17,19,10,6,6,11,16,8,7,4,8,-2,-3,2,10,6,-3,19,-1,17,1,1,23,-2,10,12,16
18,2,-3,16,4,14,6,2,-1,22,24,1,5,8,2,1,1,-3,18,9,7,3,2,15,16,7,2,14,13,6
4,7,4,8,21,11,12,8,6,-3,4,17,-1,1,-3,13,14,2,2,8,2,4,-1,12,2,7,4,8,-2,14
8,16,20,-2,1,10,12,1,22,5,12,10,24,9,13,2,17,-3,18,7,2,12,6,-2,-2,1,16,-3,12,5
23,22,15,4,6,20,6,8,9,4,4,7,3,4,18,-3,8,4,3,-1,5,2,16,24,15,-2,4,1,24,-3
19,16,14,10,21,-1,5,6,20,18,-3,3,16,-3,10,5,1,8,5,3,9,-1,17,2,14,2,6,13,4,23
1,17,3,16,11,11,6,20,14,4,2,17,-3,-1,22,2,8,13,12,17,-3,-3,15,5,-1,15,19,8,7,4
3,8,-3,22,14,7,21,22,-2,23,21,-1,15,-3,21,12,2,20,-2,5,4,22,5,5,1,1,6,15,22,1
-3,14,24,14,19,18,2,19,15,21,-3,16,15,7,10,1,-3,1,3,1,-3,2,-2,1,2,1,19,-3,11,24
23,1,17,17,11,14,2,-3,8,23,18,20,1,-2,1,14,11,1,2,14,12,9,16,-1,2,5,24,16,-2,6
22,-3,10,5,4,-1,1,-2,12,23,10,18,12,22,5,10,-2,3,13,1,2,12,16,9,9,2,20,4,1,16
1,2,-3,6,8,10,19,14,-3,9,8,24,18,15,4,6,17,-1,14,4,-2,12,2,1,9,9,-3,8,5,6
15,7,4,12,2,17,21,12,8,21,1,14,6,4,15,20,13,5,9,16,1,19,2,18,7,10,1,22,19,9
