UCS
40
11,39
27,39
8, 2, 6, 3, 2, 4, 3, 2, 7, 3, 5, 8, 2, 6, 3, 2, 4, 3, 2, 4, 3, 2, 8, 2, 6, 3, 2, 4, 3, 2, 2, 4, 7, 2, 4, 5, 9, 9, 5, 2
8, 2, 6, 3, 2, 4, 3, 2, 7, 3, 5, 8, 2, 6, 3, 2, 4, 3, 2, 4, 3, 2, 8, 2, 6, 3, 2, 4, 3, 2, 2, 4, 7, 2, 4, 5, 9, 9, 5, 2
8, 2, 6, 3, 2, 4, 3, 2, 7, 3, 4, 5, 9, 4, 5, 9, 4, 3, 2, 4, 3, 2, 2, 5, 9, 4, 5, 9, 4, 5, 9, 4, 7, 2, 4, 5, 9, 9, 5, 2
8, 2, 6, 3, 2, 4, 3, 2, 7, 3, 5, 4, 3, 4, 3, 4, 4, 1, -1, -1, -1, 3, 4, 2, 4, 7, 4, 7, 4, 7, 2, 4, 7, 2, 4, 5, 9, 9, 5, 2
8, 2, 6, 3, 2, 4, 3, 2, 7, 3, 5, 4, 3, 4, 3, 4, 1, -1, -1, -1, -1, -1, 2, 2, 1, 3, 4, 7, 4, 7, 2, 4, 7, 2, 4, 5, 9, 9, 5, 2
8, 2, 6, 3, 2, 4, 3, 2, 7, 3, 5, 4, 3, 4, 3, 2, -1, -1, -1, -1, -1, -1, -1, 1, 1, 2, 4, 7, 4, 7, 2, 4, 7, 2, 4, 5, 9, 9, 5, 2
8, 2, 6, 3, 2, 4, 3, 2, 7, 3, 5, 4, 3, 4, 3, 1, -1, -1, -1, -1, -1, -1, -1, 3, 1, 3, 1, 7, 4, 7, 2, 4, 7, 2, 4, 5, 9, 9, 5, 2
8, 2, 6, 3, 2, 4, 3, 2, 7, 3, 5, 4, 3, 4, 3, 2, -1, -1, -1, -1, -1, -1, -1, 1, 2, 3, 1, 7, 4, 7, 2, 4, 7, 2, 4, 5, 9, 9, 5, 2
8, 2, 6, 3, 2, 4, 3, 2, 7, 3, 5, 4, 3, 4, 3, 2, -1, -1, -1, -1, -1, -1, -1, 1, 2, 4, 1, 7, 4, 7, 2, 4, 7, 2, 4, 5, 9, 9, 5, 2
8, 2, 6, 3, 2, 4, 3, 2, 7, 3, 5, 4, 3, 4, 3, 3, -1, -1, -1, -1, -1, -1, -1, 1, 3, 4, 1, 7, 4, 7, 2, 4, 7, 2, 4, 5, 9, 9, 5, 2
8, 2, 6, 3, 2, 4, 3, 2, 7, 3, 5, 4, 3, 4, 3, 1, -1, -1, -1, -1, -1, -1, -1, 2, 5, 3, 1, 7, 4, 7, 2, 4, 7, 2, 4, 5, 9, 9, 5, 2
8, 2, 6, 3, 2, 4, 3, 2, 7, 3, 5, 4, 3, 4, 3, 2, -1, -1, -1, -1, -1, -1, -1, 2, 2, 3, 1, 7, 4, 7, 2, 4, 7, 2, 4, 5, 9, 9, 5, 2
8, 2, 6, 3, 2, 4, 3, 2, 7, 3, 5, 4, 3, 4, 3, 2, -1, -1, -1, -1, -1, -1, -1, 1, 2, 4, 1, 7, 4, 7, 2, 4, 7, 2, 4, 5, 9, 9, 5, 2
8, 2, 6, 3, 2, 4, 3, 2, 7, 3, 5, 4, 3, 4, 3, 1, -1, -1, -1, -1, -1, -1, -1, 1, 3, 4, 1, 7, 4, 7, 2, 4, 7, 2, 4, 5, 9, 9, 5, 2
8, 2, 6, 3, 2, 4, 3, 2, 7, 3, 5, 4, 3, 4, 3, 3, -1, -1, -1, -1, -1, -1, -1, 1, 5, 3, 1, 7, 4, 7, 2, 4, 7, 2, 4, 5, 9, 9, 5, 2
8, 2, 6, 3, 2, 4, 3, 2, 7, 3, 5, 4, 3, 4, 3, 2, -1, -1, -1, -1, -1, -1, -1, 3, 2, 3, 1, 7, 4, 7, 2, 4, 7, 2, 4, 5, 9, 9, 5, 2
8, 2, 6, 3, 2, 4, 3, 2, 7, 3, 5, 4, 3, 4, 3, 1, -1, -1, -1, -1, -1, -1, -1, 2, 2, 4, 1, 7, 4, 7, 2, 4, 7, 2, 4, 5, 9, 9, 5, 2
8, 2, 6, 3, 2, 4, 3, 2, 7, 3, 5, 4, 3, 4, 3, 1, -1, -1, -1, -1, -1, -1, -1, 3, 3, 4, 1, 7, 4, 7, 2, 4, 7, 2, 4, 5, 9, 9, 5, 2
8, 2, 6, 3, 2, 4, 3, 2, 7, 3, 5, 4, 3, 4, 3, 3, -1, -1, -1, -1, -1, -1, -1, 1, 5, 3, 1, 7, 4, 7, 2, 4, 7, 2, 4, 5, 9, 9, 5, 2
8, 2, 6, 3, 2, 4, 3, 2, 7, 3, 5, 4, 3, 4, 3, 2, -1, -1, -1, -1, -1, -1, -1, 3, 2, 3, 1, 7, 4, 7, 2, 4, 7, 2, 4, 5, 9, 9, 5, 2
8, 2, 6, 3, 2, 4, 3, 2, 7, 3, 5, 4, 3, 4, 3, 1, -1, -1, -1, -1, -1, -1, -1, 2, 2, 4, 1, 7, 4, 7, 2, 4, 7, 2, 4, 5, 9, 9, 5, 2
8, 2, 6, 3, 2, 4, 3, 2, 7, 3, 5, 4, 3, 4, 3, 1, -1, -1, -1, -1, -1, -1, -1, 3, 3, 4, 1, 7, 4, 7, 2, 4, 7, 2, 4, 5, 9, 9, 5, 2
8, 2, 6, 3, 2, 4, 3, 2, 7, 3, 5, 4, 3, 4, 3, 3, -1, -1, -1, -1, -1, -1, -1, 1, 5, 3, 1, 7, 4, 7, 2, 4, 7, 2, 4, 5, 9, 9, 5, 2
8, 2, 6, 3, 2, 4, 3, 2, 7, 3, 5, 4, 3, 4, 3, 2, -1, -1, -1, -1, -1, -1, -1, 3, 2, 3, 1, 7, 4, 7, 2, 4, 7, 2, 4, 5, 9, 9, 5, 2
8, 2, 6, 3, 2, 4, 3, 2, 7, 3, 5, 4, 3, 4, 3, 1, -1, -1, -1, -1, -1, -1, -1, 2, 2, 4, 1, 7, 4, 7, 2, 4, 7, 2, 4, 5, 9, 9, 5, 2
8, 2, 6, 3, 2, 4, 3, 2, 7, 3, 5, 4, 3, 4, 3, 1, -1, -1, -1, -1, -1, -1, -1, 3, 3, 4, 1, 7, 4, 7, 2, 4, 7, 2, 4, 5, 9, 9, 5, 2
8, 2, 6, 3, 2, 4, 3, 2, 7, 3, 5, 4, 3, 4, 3, 3, -1, -1, -1, -1, -1, -1, -1, 1, 5, 3, 1, 7, 4, 7, 2, 4, 7, 2, 4, 5, 9, 9, 5, 2
8, 2, 6, 3, 2, 4, 3, 2, 7, 3, 5, 4, 3, 4, 3, 2, -1, -1, -1, -1, -1, -1, -1, 3, 2, 3, 1, 7, 4, 7, 2, 4, 7, 2, 4, 5, 9, 9, 5, 2
8, 2, 6, 3, 2, 4, 3, 2, 7, 3, 5, 4, 3, 4, 3, 1, -1, -1, -1, -1, -1, -1, -1, 2, 2, 4, 1, 7, 4, 7, 2, 4, 7, 2, 4, 5, 9, 9, 5, 2
8, 2, 6, 3, 2, 4, 3, 2, 7, 3, 5, 4, 3, 4, 3, 1, -1, -1, -1, -1, -1, -1, -1, 3, 3, 4, 1, 7, 4, 7, 2, 4, 7, 2, 4, 5, 9, 9, 5, 2
8, 2, 6, 3, 2, 4, 3, 2, 7, 3, 5, 2, 2, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 5, 4, 2, 5, 4, 2, 4, 7, 2, 4, 5, 9, 9, 5, 2
8, 2, 6, 3, 2, 4, 3, 2, 7, 3, 5, 2, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 6, 2, 5, 4, 2, 4, 7, 2, 4, 5, 9, 9, 5, 2
8, 2, 6, 3, 2, 4, 3, 2, 7, 3, 5, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 6, 4, 3, 2, 4, 7, 2, 4, 5, 9, 9, 5, 2
8, 2, 6, 3, 2, 4, 3, 2, 7, 3, 5, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 6, 2, 4, 7, 2, 4, 5, 9, 9, 5, 2
8, 2, 6, 3, 2, 4, 3, 2, 7, 3, 5, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 6, 2, 4, 7, 2, 4, 5, 9, 9, 5, 2
8, 2, 6, 3, 2, 4, 3, 2, 7, 3, 5, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 6, 2, 4, 7, 2, 4, 5, 9, 9, 5, 2
8, 2, 6, 3, 2, 4, 3, 2, 7, 3, 5, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 6, 2, 4, 7, 2, 4, 5, 9, 9, 5, 2
8, 2, 6, 3, 2, 4, 3, 2, 7, 3, 5, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 6, 2, 4, 7, 2, 4, 5, 9, 9, 5, 2
8, 2, 6, 3, 2, 4, 3, 2, 7, 3, 5, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 6, 2, 4, 7, 2, 4, 5, 9, 9, 5, 2
8, 2, 6, 3, 2, 4, 3, 2, 7, 3, 5, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 3, 1, 6, 2, 4, 7, 2, 4, 5, 9, 9, 5, 2
